video,precision,recall,f1
Robbery102_x264.mp4,0.7525835866261398,0.8724453840732911,0.8080939947780679
VIRAT_S_000001_resized.mp4_0.1,0.7850908233073838,0.3866171003717472,0.5180976103370436
Stealing101_x264.mp4_0.0,0.7106424717999019,0.7703349282296651,0.7392857142857143
Stealing112_x264.mp4_1.7000000000000002,0.9812171299774606,0.6449382716049382,0.7783075089392134
Robbery106_x264.mp4,0.9722921914357684,0.3499546690843155,0.5146666666666666
Stealing036_x264.mp4,0.918862400669176,0.9519064124783362,0.9350925728878484
Stealing108_x264.mp4,1.0,0.2586989409984871,0.4110576923076923
VIRAT_S_000207_02_000498_000530_resized.mp4,0.922509225092251,0.2787068004459309,0.4280821917808218
Stealing107_x264.mp4,0.9953239812959253,0.3413516609392898,0.5083589218696691
Robbery004_x264.mp4,0.8016260162601626,0.4047619047619047,0.5379159847244954
Robbery096_x264.mp4_88.5,0.0895140664961636,0.5645161290322581,0.1545253863134658
VIRAT_S_050201_05_000890_000944_resized.mp4_0.1,0.6396526772793053,0.3830155979202773,0.4791327913279132
Robbery046_x264.mp4,0.5694444444444444,0.4712643678160919,0.5157232704402515
Robbery063_x264.mp4,0.7863805970149254,0.5236024844720497,0.6286353467561522
Stealing002_x264.mp4,0.6332223147377186,0.6374685666387259,0.6353383458646616
VIRAT_S_000206_09_001714_001851_resized.mp4,1.0,0.2089787345760042,0.3457111834961998
Burglary001_x264.mp4_0.0,0.9667049368541906,0.4757062146892655,0.6376372586141613
Stealing012_x264.mp4,0.9483173076923076,0.3387720051524259,0.4992091110408099
Stealing047_x264.mp4,0.5591397849462365,0.3606102635228849,0.4384485666104553
Robbery013_x264.mp4,0.933528122717312,0.7553191489361702,0.8350212348905586
Stealing097_x264.mp4,0.6875,0.8492159227985525,0.7598488936859148
Robbery061_x264.mp4_77.7,1.0,0.3601694915254237,0.529595015576324
